date,average_price,area_name
2014-02-01,253191.6215,Croydon
2014-03-01,257225.1767,Croydon
2014-04-01,265666.8718,Croydon
2014-05-01,271043.7154,Croydon
2014-06-01,274343.5467,Croydon
2014-07-01,276361.2844,Croydon
2014-08-01,283801.4117,Croydon
2014-09-01,290460.1832,Croydon
2014-10-01,294573.9274,Croydon
2014-11-01,291729.8111,Croydon
2014-12-01,290220.0717,Croydon
2015-01-01,288818.9379,Croydon
2015-02-01,290154.7305,Croydon
2015-03-01,292749.9962,Croydon
2015-04-01,295858.8396,Croydon
2015-05-01,297564.9698,Croydon
2015-06-01,299875.9032,Croydon
2015-07-01,306205.7251,Croydon
2015-08-01,313111.7287,Croydon
2015-09-01,320175.4286,Croydon
2015-10-01,323263.0946,Croydon
2015-11-01,326503.8956,Croydon
2015-12-01,330485.7034,Croydon
2016-01-01,332811.4907,Croydon
2016-02-01,337821.4975,Croydon
2016-03-01,342037.5089,Croydon
2016-04-01,348189.697,Croydon
2016-05-01,352807.7327,Croydon
2016-06-01,358488.4569,Croydon
2016-07-01,363898.4805,Croydon
2016-08-01,369721.8023,Croydon
2016-09-01,369069.4833,Croydon
2016-10-01,368082.0015,Croydon
2016-11-01,363662.2458,Croydon
2016-12-01,363571.3149,Croydon
2017-01-01,363241.1031,Croydon
2017-02-01,367221.2315,Croydon
2017-03-01,368767.4538,Croydon
2017-04-01,369561.6024,Croydon
2017-05-01,368801.407,Croydon
2017-06-01,373121.7975,Croydon
2017-07-01,377037.8693,Croydon
2017-08-01,378273.224,Croydon
2017-09-01,378859.2622,Croydon
2017-10-01,375688.1054,Croydon
2017-11-01,375639.9009,Croydon
2017-12-01,374440.8529,Croydon
2018-01-01,372312.1277,Croydon
2018-02-01,371040.2882,Croydon
2018-03-01,366045.158,Croydon
2018-04-01,368281.4258,Croydon
2018-05-01,370540.7385,Croydon
2018-06-01,373885.7195,Croydon
2018-07-01,374361.1605,Croydon
2018-08-01,372035.4808,Croydon
2018-09-01,371792.9414,Croydon
2018-10-01,370454.4613,Croydon
2018-11-01,368723.5876,Croydon
2018-12-01,363987.1516,Croydon
2019-01-01,365096.0603,Croydon
2019-02-01,364405.5423,Croydon
2019-03-01,367440.2781,Croydon
2019-04-01,363722.7894,Croydon
2019-05-01,364116.9103,Croydon
2019-06-01,363558.9688,Croydon
2019-07-01,365432.8432,Croydon
2019-08-01,365434.978,Croydon
2019-09-01,365869.3699,Croydon
2019-10-01,366035.1004,Croydon
2019-11-01,368137.2954,Croydon
2019-12-01,371996.461,Croydon
2020-01-01,372504.7679,Croydon
2020-02-01,372457.5417,Croydon
2020-03-01,369396.4249,Croydon
2020-04-01,368563.2485,Croydon
2020-05-01,371633.6273,Croydon
2020-06-01,372400.0041,Croydon
2020-07-01,376862.1981,Croydon
2020-08-01,374593.2772,Croydon
2020-09-01,377090.1575,Croydon
2020-10-01,378599.978,Croydon
2020-11-01,381637.2643,Croydon
2020-12-01,380013.5735,Croydon
2021-01-01,383357.0,Croydon
2021-02-01,384948.0,Croydon
2021-03-01,390188.0,Croydon
2021-04-01,390888.0,Croydon
2021-05-01,392047.0,Croydon
2021-06-01,394458.0,Croydon
2021-07-01,389250.0,Croydon
2021-08-01,388116.0,Croydon
2021-09-01,387371.0,Croydon
2021-10-01,393169.0,Croydon
2021-11-01,399029.0,Croydon
2021-12-01,401010.0,Croydon
2022-01-01,402281.0,Croydon
2022-02-01,402149.0,Croydon
2022-03-01,404041.0,Croydon
2022-04-01,405410.0,Croydon
2022-05-01,406066.0,Croydon
2022-06-01,407604.0,Croydon
2022-07-01,411614.0,Croydon
2022-08-01,419588.0,Croydon
2022-09-01,423756.0,Croydon
2022-10-01,424763.0,Croydon
2022-11-01,422227.0,Croydon
2022-12-01,421335.0,Croydon
2023-01-01,424768.0,Croydon
2023-02-01,422279.0,Croydon
2023-03-01,414213.0,Croydon
2023-04-01,405333.0,Croydon
2023-05-01,401503.0,Croydon
2023-06-01,399249.0,Croydon
2023-07-01,400623.0,Croydon
2023-08-01,404444.0,Croydon
2023-09-01,408909.0,Croydon
2023-10-01,402680.0,Croydon
2023-11-01,394945.0,Croydon
2023-12-01,394355.0,Croydon
2024-01-01,392498.0,Croydon
1995-01-01,79885.89069,Ealing
1995-02-01,80897.06551,Ealing
1995-03-01,81379.86288,Ealing
1995-04-01,82188.90498,Ealing
1995-05-01,82077.05525,Ealing
1995-06-01,81630.66181,Ealing
1995-07-01,82352.2226,Ealing
1995-08-01,82706.65927,Ealing
1995-09-01,82011.08271,Ealing
1995-10-01,80522.66054,Ealing
1995-11-01,79272.34618,Ealing
1995-12-01,79699.68509,Ealing
1996-01-01,80214.26526,Ealing
1996-02-01,80836.42097,Ealing
1996-03-01,81011.37535,Ealing
1996-04-01,81041.0616,Ealing
1996-05-01,81821.0188,Ealing
1996-06-01,82562.44356,Ealing
1996-07-01,84005.37856,Ealing
1996-08-01,84824.40871,Ealing
1996-09-01,85674.20765,Ealing
1996-10-01,85595.16688,Ealing
1996-11-01,86230.20914,Ealing
1996-12-01,86863.01741,Ealing
1997-01-01,88091.72778,Ealing
1997-02-01,89942.45673,Ealing
1997-03-01,91027.37975,Ealing
1997-04-01,91990.80742,Ealing
1997-05-01,93697.20059,Ealing
1997-06-01,95818.78571,Ealing
1997-07-01,99751.94013,Ealing
1997-08-01,102077.9271,Ealing
1997-09-01,105118.8094,Ealing
1997-10-01,105477.2725,Ealing
1997-11-01,105041.7812,Ealing
1997-12-01,105633.8062,Ealing
1998-01-01,107575.4833,Ealing
1998-02-01,107332.4804,Ealing
1998-03-01,107112.1728,Ealing
1998-04-01,107300.8502,Ealing
1998-05-01,110006.241,Ealing
1998-06-01,112667.4168,Ealing
1998-07-01,113802.8082,Ealing
1998-08-01,114530.7984,Ealing
1998-09-01,114786.0953,Ealing
1998-10-01,114190.2717,Ealing
1998-11-01,114159.8157,Ealing
1998-12-01,112653.422,Ealing
1999-01-01,112914.4883,Ealing
1999-02-01,113766.5971,Ealing
1999-03-01,115214.6477,Ealing
1999-04-01,118843.7142,Ealing
1999-05-01,121735.4401,Ealing
1999-06-01,124015.3308,Ealing
1999-07-01,126197.8919,Ealing
1999-08-01,130341.4857,Ealing
1999-09-01,134669.2584,Ealing
1999-10-01,137399.5158,Ealing
1999-11-01,138554.743,Ealing
1999-12-01,141686.9951,Ealing
2000-01-01,144352.3335,Ealing
2000-02-01,145283.6423,Ealing
2000-03-01,146462.5362,Ealing
2000-04-01,149700.6891,Ealing
2000-05-01,153333.8744,Ealing
2000-06-01,155190.7038,Ealing
2000-07-01,156898.7331,Ealing
2000-08-01,158659.1534,Ealing
2000-09-01,158829.0062,Ealing
2000-10-01,157041.7065,Ealing
2000-11-01,156616.7141,Ealing
2000-12-01,157342.269,Ealing
2001-01-01,159483.331,Ealing
2001-02-01,160992.3793,Ealing
2001-03-01,163827.9604,Ealing
2001-04-01,165508.9741,Ealing
2001-05-01,167826.9399,Ealing
2001-06-01,168654.8251,Ealing
2001-07-01,169734.0802,Ealing
2001-08-01,173686.4489,Ealing
2001-09-01,177657.7772,Ealing
2001-10-01,179856.354,Ealing
2001-11-01,177919.4105,Ealing
2001-12-01,177138.9357,Ealing
2002-01-01,178153.7055,Ealing
2002-02-01,181825.9349,Ealing
2002-03-01,185613.4919,Ealing
2002-04-01,190469.9591,Ealing
2002-05-01,193306.0546,Ealing
2002-06-01,197100.0357,Ealing
2002-07-01,199214.3499,Ealing
2002-08-01,204195.9884,Ealing
2002-09-01,208310.6832,Ealing
2002-10-01,213391.428,Ealing
2002-11-01,213913.5253,Ealing
2002-12-01,215626.1416,Ealing
2003-01-01,214973.053,Ealing
2003-02-01,218802.8827,Ealing
2003-03-01,219127.7819,Ealing
2003-04-01,221546.1884,Ealing
2003-05-01,221370.6287,Ealing
2003-06-01,221573.0236,Ealing
2003-07-01,220705.3428,Ealing
2003-08-01,221298.7569,Ealing
2003-09-01,222089.0473,Ealing
2003-10-01,224163.7318,Ealing
2003-11-01,226069.2735,Ealing
2003-12-01,228550.3739,Ealing
2004-01-01,229858.7765,Ealing
2004-02-01,230518.6715,Ealing
2004-03-01,231657.1548,Ealing
2004-04-01,234887.6675,Ealing
2004-05-01,238668.3787,Ealing
2004-06-01,243308.0087,Ealing
2004-07-01,246214.41,Ealing
2004-08-01,248540.9639,Ealing
2004-09-01,248636.8116,Ealing
2004-10-01,246354.6173,Ealing
2004-11-01,247226.4071,Ealing
2004-12-01,246590.6276,Ealing
2005-01-01,244936.7956,Ealing
2005-02-01,241051.9816,Ealing
2005-03-01,239428.6096,Ealing
2005-04-01,242939.7054,Ealing
2005-05-01,244910.7817,Ealing
2005-06-01,245662.5775,Ealing
2005-07-01,247400.843,Ealing
2005-08-01,248384.2491,Ealing
2005-09-01,249674.1346,Ealing
2005-10-01,246673.6734,Ealing
2005-11-01,243405.7914,Ealing
2005-12-01,243991.8774,Ealing
2006-01-01,247593.5017,Ealing
2006-02-01,251238.8236,Ealing
2006-03-01,250284.2467,Ealing
2006-04-01,251678.6762,Ealing
2006-05-01,255037.5534,Ealing
2006-06-01,259625.2827,Ealing
2006-07-01,261997.3831,Ealing
2006-08-01,265047.0772,Ealing
2006-09-01,269299.0222,Ealing
2006-10-01,270344.8591,Ealing
2006-11-01,269520.0019,Ealing
2006-12-01,270807.8666,Ealing
2007-01-01,273568.7341,Ealing
2007-02-01,279642.8321,Ealing
2007-03-01,282096.9249,Ealing
2007-04-01,286145.7196,Ealing
2007-05-01,286841.5892,Ealing
2007-06-01,289264.4113,Ealing
2007-07-01,295485.5617,Ealing
2007-08-01,300585.684,Ealing
2007-09-01,305954.8785,Ealing
2007-10-01,307578.793,Ealing
2007-11-01,309936.1173,Ealing
2007-12-01,308302.6206,Ealing
2008-01-01,310173.4979,Ealing
2008-02-01,305649.0835,Ealing
2008-03-01,307788.0693,Ealing
2008-04-01,300884.2126,Ealing
2008-05-01,304014.3475,Ealing
2008-06-01,299363.0508,Ealing
2008-07-01,297370.454,Ealing
2008-08-01,293302.5151,Ealing
2008-09-01,293398.639,Ealing
2008-10-01,286905.887,Ealing
2008-11-01,279322.4609,Ealing
2008-12-01,265723.0938,Ealing
2009-01-01,257539.0016,Ealing
2009-02-01,253953.1747,Ealing
2009-03-01,251129.6137,Ealing
2009-04-01,250917.2259,Ealing
2009-05-01,251076.7389,Ealing
2009-06-01,255022.1945,Ealing
2009-07-01,263723.6066,Ealing
2009-08-01,268788.1258,Ealing
2009-09-01,277405.5965,Ealing
2009-10-01,280528.9386,Ealing
2009-11-01,278843.4702,Ealing
2009-12-01,279574.5286,Ealing
2010-01-01,283234.0258,Ealing
2010-02-01,287882.1338,Ealing
2010-03-01,288740.4435,Ealing
2010-04-01,285639.0083,Ealing
2010-05-01,286725.8323,Ealing
2010-06-01,287129.5617,Ealing
2010-07-01,293317.7372,Ealing
2010-08-01,298160.9997,Ealing
2010-09-01,301224.7724,Ealing
2010-10-01,302709.904,Ealing
2010-11-01,299905.6598,Ealing
2010-12-01,299237.5254,Ealing
2011-01-01,299149.9627,Ealing
2011-02-01,301737.8862,Ealing
2011-03-01,299740.1572,Ealing
2011-04-01,300859.4232,Ealing
2011-05-01,298099.0507,Ealing
2011-06-01,302246.8435,Ealing
2011-07-01,303832.3084,Ealing
2011-08-01,307330.9602,Ealing
2011-09-01,307753.7937,Ealing
2011-10-01,304245.6727,Ealing
2011-11-01,299592.3723,Ealing
2011-12-01,303094.5273,Ealing
2012-01-01,304690.1344,Ealing
2012-02-01,308314.5787,Ealing
2012-03-01,305322.872,Ealing
2012-04-01,304805.4124,Ealing
2012-05-01,310930.8972,Ealing
2012-06-01,321733.9016,Ealing
2012-07-01,329311.633,Ealing
2012-08-01,330625.6299,Ealing
2012-09-01,326082.5019,Ealing
2012-10-01,325861.68,Ealing
2012-11-01,329404.4957,Ealing
2012-12-01,327287.6027,Ealing
2013-01-01,325025.328,Ealing
2013-02-01,322278.0703,Ealing
2013-03-01,321594.3845,Ealing
2013-04-01,328638.9615,Ealing
2013-05-01,331102.6623,Ealing
2013-06-01,340097.3291,Ealing
2013-07-01,344200.1708,Ealing
2013-08-01,347294.0791,Ealing
2013-09-01,348838.8038,Ealing
2013-10-01,345781.0003,Ealing
2013-11-01,349247.3872,Ealing
2013-12-01,352969.4208,Ealing
2014-01-01,364513.952,Ealing
2014-02-01,370619.7244,Ealing
2014-03-01,377756.2943,Ealing
2014-04-01,384904.4798,Ealing
2014-05-01,395085.3186,Ealing
2014-06-01,405195.8819,Ealing
2014-07-01,413032.4816,Ealing
2014-08-01,422701.3382,Ealing
2014-09-01,423807.9083,Ealing
2014-10-01,416777.4418,Ealing
2014-11-01,413241.8697,Ealing
2014-12-01,412835.2905,Ealing
2015-01-01,412383.3605,Ealing
2015-02-01,412001.7402,Ealing
2015-03-01,411635.555,Ealing
2015-04-01,418825.6557,Ealing
2015-05-01,422372.2852,Ealing
2015-06-01,430233.5018,Ealing
2015-07-01,439528.537,Ealing
2015-08-01,445828.6824,Ealing
2015-09-01,453922.6484,Ealing
2015-10-01,462653.4854,Ealing
2015-11-01,474405.3896,Ealing
2015-12-01,475935.3957,Ealing
2016-01-01,470506.9318,Ealing
2016-02-01,471280.2669,Ealing
2016-03-01,473104.9066,Ealing
2016-04-01,477227.0033,Ealing
2016-05-01,469889.9263,Ealing
2016-06-01,477207.4558,Ealing
2016-07-01,478452.8039,Ealing
2016-08-01,483847.0757,Ealing
2016-09-01,477486.2962,Ealing
2016-10-01,477265.7847,Ealing
2016-11-01,475630.1694,Ealing
2016-12-01,485390.2271,Ealing
2017-01-01,489364.2688,Ealing
2017-02-01,489687.3679,Ealing
2017-03-01,485942.1113,Ealing
2017-04-01,482245.2025,Ealing
2017-05-01,486263.2712,Ealing
2017-06-01,483875.3269,Ealing
2017-07-01,489317.9552,Ealing
2017-08-01,488418.2388,Ealing
2017-09-01,489067.8131,Ealing
2017-10-01,482446.5122,Ealing
2017-11-01,479332.2305,Ealing
2017-12-01,469145.6915,Ealing
2018-01-01,473630.8021,Ealing
2018-02-01,476730.5694,Ealing
2018-03-01,483878.0948,Ealing
2018-04-01,481101.1892,Ealing
2018-05-01,473140.4092,Ealing
2018-06-01,476827.6945,Ealing
2018-07-01,478375.6709,Ealing
2018-08-01,485596.1658,Ealing
2018-09-01,485266.1773,Ealing
2018-10-01,481298.0209,Ealing
2018-11-01,482891.4653,Ealing
2018-12-01,482299.7061,Ealing
2019-01-01,483335.7786,Ealing
2019-02-01,476647.5977,Ealing
2019-03-01,467017.2121,Ealing
2019-04-01,461699.8469,Ealing
2019-05-01,465516.7623,Ealing
2019-06-01,474052.8501,Ealing
2019-07-01,474897.9362,Ealing
2019-08-01,473585.8271,Ealing
2019-09-01,472132.4301,Ealing
2019-10-01,475312.7908,Ealing
2019-11-01,472582.527,Ealing
2019-12-01,468962.3659,Ealing
2020-01-01,467413.826,Ealing
2020-02-01,467465.6258,Ealing
2020-03-01,479007.752,Ealing
2020-04-01,476822.5482,Ealing
2020-05-01,472989.2981,Ealing
2020-06-01,468324.369,Ealing
2020-07-01,473621.8816,Ealing
2020-08-01,485001.9298,Ealing
2020-09-01,489047.7227,Ealing
2020-10-01,488891.2318,Ealing
2020-11-01,492692.8063,Ealing
2020-12-01,495627.915,Ealing
2021-01-01,497532.0,Ealing
2021-02-01,494953.0,Ealing
2021-03-01,497824.0,Ealing
2021-04-01,498984.0,Ealing
2021-05-01,499115.0,Ealing
2021-06-01,501898.0,Ealing
2021-07-01,501714.0,Ealing
2021-08-01,503837.0,Ealing
2021-09-01,502394.0,Ealing
2021-10-01,519864.0,Ealing
2021-11-01,523541.0,Ealing
2021-12-01,524653.0,Ealing
2022-01-01,519194.0,Ealing
2022-02-01,518874.0,Ealing
2022-03-01,518483.0,Ealing
2022-04-01,516104.0,Ealing
2022-05-01,520043.0,Ealing
2022-06-01,527370.0,Ealing
2022-07-01,536725.0,Ealing
2022-08-01,540961.0,Ealing
2022-09-01,545309.0,Ealing
2022-10-01,544612.0,Ealing
2022-11-01,556072.0,Ealing
2022-12-01,552905.0,Ealing
2023-01-01,557871.0,Ealing
2023-02-01,550153.0,Ealing
2023-03-01,539545.0,Ealing
2023-04-01,534770.0,Ealing
2023-05-01,529853.0,Ealing
2023-06-01,531813.0,Ealing
2023-07-01,530688.0,Ealing
2023-08-01,535203.0,Ealing
2023-09-01,533448.0,Ealing
2023-10-01,527435.0,Ealing
2023-11-01,514089.0,Ealing
2023-12-01,522217.0,Ealing
2024-01-01,515353.0,Ealing
1995-01-01,72514.69096,Enfield
1995-02-01,73155.19746,Enfield
1995-03-01,72190.44144,Enfield
1995-04-01,71442.92235,Enfield
1995-05-01,70630.77955,Enfield
1995-06-01,71348.31147,Enfield
1995-07-01,71837.54011,Enfield
1995-08-01,72237.94562,Enfield
1995-09-01,71725.22104,Enfield
1995-10-01,72349.13744,Enfield
1995-11-01,71987.86869,Enfield
1995-12-01,72390.76252,Enfield
1996-01-01,71544.17955,Enfield
1996-02-01,71070.19192,Enfield
1996-03-01,71544.14097,Enfield
1996-04-01,72517.3322,Enfield
1996-05-01,73630.49938,Enfield
1996-06-01,74158.31871,Enfield
1996-07-01,74456.07162,Enfield
1996-08-01,75285.77528,Enfield
1996-09-01,75748.77992,Enfield
1996-10-01,75933.60471,Enfield
1996-11-01,75976.54678,Enfield
1996-12-01,76878.71444,Enfield
1997-01-01,77692.81047,Enfield
1997-02-01,78080.72181,Enfield
1997-03-01,78402.23689,Enfield
1997-04-01,79603.50479,Enfield
1997-05-01,81700.68624,Enfield
1997-06-01,83858.80646,Enfield
1997-07-01,85030.06071,Enfield
1997-08-01,86408.53516,Enfield
1997-09-01,86688.35274,Enfield
1997-10-01,87915.05833,Enfield
1997-11-01,87987.786,Enfield
1997-12-01,89944.71103,Enfield
1998-01-01,90495.67166,Enfield
1998-02-01,91921.17166,Enfield
1998-03-01,91816.80512,Enfield
1998-04-01,92143.45271,Enfield
1998-05-01,91518.29109,Enfield
1998-06-01,91219.02635,Enfield
1998-07-01,92697.16575,Enfield
1998-08-01,94160.27775,Enfield
1998-09-01,95473.58518,Enfield
1998-10-01,95077.10624,Enfield
1998-11-01,94976.67065,Enfield
1998-12-01,94863.4677,Enfield
1999-01-01,94831.15226,Enfield
1999-02-01,95081.97694,Enfield
1999-03-01,95550.53917,Enfield
1999-04-01,97457.06275,Enfield
1999-05-01,99421.89328,Enfield
1999-06-01,101264.7233,Enfield
1999-07-01,102426.7393,Enfield
1999-08-01,104177.7503,Enfield
1999-09-01,105624.291,Enfield
1999-10-01,107849.115,Enfield
1999-11-01,109730.4823,Enfield
1999-12-01,110428.1981,Enfield
2000-01-01,111688.6219,Enfield
2000-02-01,112876.9895,Enfield
2000-03-01,116372.6487,Enfield
2000-04-01,118217.0664,Enfield
2000-05-01,120935.1833,Enfield
2000-06-01,122880.5094,Enfield
2000-07-01,124835.4155,Enfield
2000-08-01,125646.6195,Enfield
2000-09-01,126041.1196,Enfield
2000-10-01,127810.8361,Enfield
2000-11-01,127357.6673,Enfield
2000-12-01,127407.8024,Enfield
2001-01-01,125850.5754,Enfield
2001-02-01,127577.3993,Enfield
2001-03-01,128244.8676,Enfield
2001-04-01,130618.743,Enfield
2001-05-01,131945.978,Enfield
2001-06-01,134910.2383,Enfield
2001-07-01,136380.1395,Enfield
2001-08-01,139076.3303,Enfield
2001-09-01,141171.6102,Enfield
2001-10-01,143385.3469,Enfield
2001-11-01,144953.905,Enfield
2001-12-01,144442.9236,Enfield
2002-01-01,144678.1943,Enfield
2002-02-01,145085.1399,Enfield
2002-03-01,147046.1094,Enfield
2002-04-01,149140.2919,Enfield
2002-05-01,151451.1755,Enfield
2002-06-01,154921.3588,Enfield
2002-07-01,159582.5192,Enfield
2002-08-01,163245.7725,Enfield
2002-09-01,169030.2857,Enfield
2002-10-01,173956.2721,Enfield
2002-11-01,178760.4939,Enfield
2002-12-01,180595.2024,Enfield
2003-01-01,182113.1464,Enfield
2003-02-01,184682.2162,Enfield
2003-03-01,188075.8242,Enfield
2003-04-01,188273.3898,Enfield
2003-05-01,189206.3488,Enfield
2003-06-01,189793.0905,Enfield
2003-07-01,192574.3155,Enfield
2003-08-01,193342.4692,Enfield
2003-09-01,193259.0455,Enfield
2003-10-01,194367.8689,Enfield
2003-11-01,195174.3909,Enfield
2003-12-01,196010.7667,Enfield
2004-01-01,195656.1481,Enfield
2004-02-01,195880.0997,Enfield
2004-03-01,196928.6196,Enfield
2004-04-01,200131.4869,Enfield
2004-05-01,205043.6937,Enfield
2004-06-01,208076.2318,Enfield
2004-07-01,209453.5615,Enfield
2004-08-01,210187.2577,Enfield
2004-09-01,212091.1873,Enfield
2004-10-01,212749.1107,Enfield
2004-11-01,212125.7923,Enfield
2004-12-01,211855.23,Enfield
2005-01-01,211129.8395,Enfield
2005-02-01,211115.5832,Enfield
2005-03-01,211400.9412,Enfield
2005-04-01,212264.2397,Enfield
2005-05-01,214254.6731,Enfield
2005-06-01,213361.9966,Enfield
2005-07-01,213661.507,Enfield
2005-08-01,211683.7046,Enfield
2005-09-01,212393.4892,Enfield
2005-10-01,211578.0642,Enfield
2005-11-01,213839.5281,Enfield
2005-12-01,213899.0461,Enfield
2006-01-01,214068.5149,Enfield
2006-02-01,213136.3934,Enfield
2006-03-01,212403.88,Enfield
2006-04-01,214322.5771,Enfield
2006-05-01,215853.2579,Enfield
2006-06-01,218910.3301,Enfield
2006-07-01,220262.2386,Enfield
2006-08-01,222089.9801,Enfield
2006-09-01,224114.3337,Enfield
2006-10-01,225896.7068,Enfield
2006-11-01,226399.669,Enfield
2006-12-01,227042.2708,Enfield
2007-01-01,228591.3851,Enfield
2007-02-01,230985.8666,Enfield
2007-03-01,232000.1752,Enfield
2007-04-01,233559.1075,Enfield
2007-05-01,235672.3391,Enfield
2007-06-01,241066.3025,Enfield
2007-07-01,248177.9541,Enfield
2007-08-01,254281.3043,Enfield
2007-09-01,256719.4379,Enfield
2007-10-01,255341.2918,Enfield
2007-11-01,255009.626,Enfield
2007-12-01,255537.095,Enfield
2008-01-01,256572.2193,Enfield
2008-02-01,257164.2041,Enfield
2008-03-01,254573.4008,Enfield
2008-04-01,254069.264,Enfield
2008-05-01,252870.9757,Enfield
2008-06-01,251090.6145,Enfield
2008-07-01,249163.7309,Enfield
2008-08-01,243579.9595,Enfield
2008-09-01,240810.3959,Enfield
2008-10-01,236344.9187,Enfield
2008-11-01,228803.7974,Enfield
2008-12-01,225028.5165,Enfield
2009-01-01,218633.8901,Enfield
2009-02-01,219315.5348,Enfield
2009-03-01,214101.1304,Enfield
2009-04-01,214280.5849,Enfield
2009-05-01,213526.9021,Enfield
2009-06-01,220341.977,Enfield
2009-07-01,222874.0282,Enfield
2009-08-01,227007.9934,Enfield
2009-09-01,226747.7771,Enfield
2009-10-01,228464.9723,Enfield
2009-11-01,228971.0895,Enfield
2009-12-01,229651.6896,Enfield
2010-01-01,232751.7451,Enfield
2010-02-01,236894.225,Enfield
2010-03-01,239223.9246,Enfield
2010-04-01,239050.8969,Enfield
2010-05-01,238993.8109,Enfield
2010-06-01,242127.8315,Enfield
2010-07-01,245935.444,Enfield
2010-08-01,248091.4631,Enfield
2010-09-01,246254.2375,Enfield
2010-10-01,245078.4748,Enfield
2010-11-01,244642.4848,Enfield
2010-12-01,246485.5606,Enfield
2011-01-01,246395.7905,Enfield
2011-02-01,243641.0364,Enfield
2011-03-01,240270.9694,Enfield
2011-04-01,238130.9451,Enfield
2011-05-01,234490.3146,Enfield
2011-06-01,234801.7271,Enfield
2011-07-01,236704.6445,Enfield
2011-08-01,243948.6721,Enfield
2011-09-01,246731.3027,Enfield
2011-10-01,246757.3598,Enfield
2011-11-01,246151.9093,Enfield
2011-12-01,245870.4032,Enfield
2012-01-01,245201.1448,Enfield
2012-02-01,241211.2735,Enfield
2012-03-01,238118.6415,Enfield
2012-04-01,238950.579,Enfield
2012-05-01,241600.6778,Enfield
2012-06-01,246588.976,Enfield
2012-07-01,247629.7994,Enfield
2012-08-01,252055.0069,Enfield
2012-09-01,254221.9136,Enfield
2012-10-01,255359.3886,Enfield
2012-11-01,256116.6616,Enfield
2012-12-01,254951.718,Enfield
2013-01-01,257976.8103,Enfield
2013-02-01,254621.1461,Enfield
2013-03-01,255208.0407,Enfield
2013-04-01,250979.0876,Enfield
2013-05-01,253467.0424,Enfield
2013-06-01,255050.6014,Enfield
2013-07-01,260419.9851,Enfield
2013-08-01,266534.5984,Enfield
2013-09-01,268408.3403,Enfield
2013-10-01,271405.9722,Enfield
2013-11-01,270459.5672,Enfield
2013-12-01,274721.0787,Enfield
2014-01-01,273452.4453,Enfield
2014-02-01,275164.2334,Enfield
2014-03-01,276980.4296,Enfield
2014-04-01,281240.7207,Enfield
2014-05-01,285433.1038,Enfield
2014-06-01,289656.559,Enfield
2014-07-01,297079.7883,Enfield
2014-08-01,304944.4489,Enfield
2014-09-01,308965.4661,Enfield
2014-10-01,312717.4077,Enfield
2014-11-01,313472.211,Enfield
2014-12-01,315082.705,Enfield
2015-01-01,316066.3816,Enfield
2015-02-01,316689.5363,Enfield
2015-03-01,319393.4596,Enfield
2015-04-01,321755.8421,Enfield
2015-05-01,324720.6986,Enfield
2015-06-01,328529.8771,Enfield
2015-07-01,335380.8147,Enfield
2015-08-01,344108.6947,Enfield
2015-09-01,350229.6888,Enfield
2015-10-01,353796.8716,Enfield
2015-11-01,355745.5963,Enfield
2015-12-01,359624.5355,Enfield
2016-01-01,364188.6829,Enfield
2016-02-01,367809.425,Enfield
2016-03-01,372205.1237,Enfield
2016-04-01,378214.8398,Enfield
2016-05-01,382086.3437,Enfield
2016-06-01,384296.6595,Enfield
2016-07-01,387870.0456,Enfield
2016-08-01,394132.176,Enfield
2016-09-01,401714.3992,Enfield
2016-10-01,400662.3593,Enfield
2016-11-01,398232.5989,Enfield
2016-12-01,394465.0119,Enfield
2017-01-01,391874.3239,Enfield
2017-02-01,386269.6582,Enfield
2017-03-01,383141.9563,Enfield
2017-04-01,389127.5967,Enfield
2017-05-01,396608.2496,Enfield
2017-06-01,401482.8829,Enfield
2017-07-01,403277.739,Enfield
2017-08-01,403221.7048,Enfield
2017-09-01,404393.322,Enfield
2017-10-01,398915.2039,Enfield
2017-11-01,397553.3948,Enfield
2017-12-01,395284.0873,Enfield
2018-01-01,395037.614,Enfield
2018-02-01,397704.157,Enfield
2018-03-01,397593.4689,Enfield
2018-04-01,396942.4728,Enfield
2018-05-01,398208.0243,Enfield
2018-06-01,396699.7992,Enfield
2018-07-01,397849.4057,Enfield
2018-08-01,395213.3196,Enfield
2018-09-01,394729.2045,Enfield
2018-10-01,397266.303,Enfield
2018-11-01,394124.6185,Enfield
2018-12-01,397404.8707,Enfield
2019-01-01,395616.1766,Enfield
2019-02-01,397254.1728,Enfield
2019-03-01,393925.7137,Enfield
2019-04-01,394031.9171,Enfield
2019-05-01,388069.1896,Enfield
2019-06-01,390171.4592,Enfield
2019-07-01,387053.9077,Enfield
2019-08-01,392694.1131,Enfield
2019-09-01,386769.2786,Enfield
2019-10-01,392184.1604,Enfield
2019-11-01,392572.6259,Enfield
2019-12-01,398925.6596,Enfield
2020-01-01,389649.0844,Enfield
2020-02-01,390172.5046,Enfield
2020-03-01,392794.8707,Enfield
2020-04-01,395884.9167,Enfield
2020-05-01,392622.4779,Enfield
2020-06-01,387521.5306,Enfield
2020-07-01,388848.2567,Enfield
2020-08-01,398712.842,Enfield
2020-09-01,401105.158,Enfield
2020-10-01,406952.203,Enfield
2020-11-01,404764.3687,Enfield
2020-12-01,412199.7566,Enfield
2021-01-01,416264.0,Enfield
2021-02-01,419035.0,Enfield
2021-03-01,420774.0,Enfield
2021-04-01,418613.0,Enfield
